Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas822 pavarde822       7.27          6
vardas823 pavarde823       7.45          6
vardas824 pavarde824       7.09          5
vardas825 pavarde825       8.02          8
vardas826 pavarde826        8.8          8
vardas827 pavarde827       8.56          8
vardas828 pavarde828       6.31          4
vardas829 pavarde829       7.46          7
vardas830 pavarde830       8.49          6
vardas831 pavarde831        8.1          6
vardas832 pavarde832       7.62          7
vardas833 pavarde833       5.32          2
vardas834 pavarde834       6.26          6
vardas835 pavarde835       8.25          8
vardas836 pavarde836       8.05          6
vardas837 pavarde837       9.41         10
vardas838 pavarde838       6.68          4
vardas839 pavarde839       4.94          3
vardas840 pavarde840       5.99          5
vardas841 pavarde841          5          3
vardas842 pavarde842        6.8          5
vardas843 pavarde843       4.76          3
vardas844 pavarde844       6.35          6
vardas845 pavarde845       6.27          5
vardas846 pavarde846       6.65          7
vardas847 pavarde847       4.53          2
vardas848 pavarde848       5.31          5
vardas849 pavarde849       7.46          6
vardas850 pavarde850       6.49          3
vardas851 pavarde851        7.7          5
vardas852 pavarde852       7.74          7
vardas853 pavarde853       9.35          7
vardas854 pavarde854       8.07          8
vardas855 pavarde855       9.61          9
vardas856 pavarde856       8.52          8
vardas857 pavarde857        7.7          8
vardas858 pavarde858       4.94          2
vardas859 pavarde859       9.19          8
vardas860 pavarde860       5.64          2
vardas861 pavarde861       4.53          3
vardas862 pavarde862       7.51          7
vardas863 pavarde863        8.7          8
vardas864 pavarde864       8.34          7
vardas865 pavarde865       7.47          6
vardas866 pavarde866       7.69          6
vardas867 pavarde867       5.74          4
vardas868 pavarde868       6.95          6
vardas869 pavarde869       7.19          7
vardas870 pavarde870       4.64          4
vardas871 pavarde871       7.13          6
vardas872 pavarde872       7.63          5
vardas873 pavarde873       6.93          4
vardas874 pavarde874       6.99          5
vardas875 pavarde875          5          4
vardas876 pavarde876        5.8          5
vardas877 pavarde877       4.16          3
vardas878 pavarde878       4.03          2
vardas879 pavarde879       6.01          5
vardas880 pavarde880        5.8          3
vardas881 pavarde881       7.16          6
vardas882 pavarde882       8.43          7
vardas883 pavarde883       8.09          6
vardas884 pavarde884       7.42          7
vardas885 pavarde885       7.88          8
vardas886 pavarde886       8.98          6
vardas887 pavarde887        5.8          4
vardas888 pavarde888       5.36          5
vardas889 pavarde889       8.07          7
vardas890 pavarde890       6.81          4
vardas891 pavarde891       7.16          6
vardas892 pavarde892       6.23          4
vardas893 pavarde893       8.65          8
vardas894 pavarde894       7.53          5
vardas895 pavarde895       8.91          8
vardas896 pavarde896       7.58          8
vardas897 pavarde897       7.72          6
vardas898 pavarde898       9.34          8
vardas899 pavarde899       5.27          2
vardas900 pavarde900       8.25          9
vardas901 pavarde901       7.05          6
vardas902 pavarde902       5.81          4
vardas903 pavarde903       7.56          6
vardas904 pavarde904       7.91          7
vardas905 pavarde905       7.58          7
vardas906 pavarde906       5.92          5
vardas907 pavarde907       4.98          3
vardas908 pavarde908        7.6          6
vardas909 pavarde909       5.32          2
vardas910 pavarde910       7.66          9
vardas911 pavarde911       5.73          3
vardas912 pavarde912       5.35          3
vardas913 pavarde913       5.47          5
vardas914 pavarde914       6.69          7
vardas915 pavarde915       6.14          5
vardas916 pavarde916       8.43          8
vardas917 pavarde917       7.09          5
vardas918 pavarde918       7.22          6
vardas919 pavarde919       6.64          6
vardas920 pavarde920       4.33          3
vardas921 pavarde921       6.47          6
vardas922 pavarde922       6.89          6
vardas923 pavarde923       6.38          5
vardas924 pavarde924       3.88          2
vardas925 pavarde925       6.98          6
vardas926 pavarde926        7.8          7
vardas927 pavarde927       9.16          9
vardas928 pavarde928       6.83          6
vardas929 pavarde929       10.8          9
vardas930 pavarde930       7.55          3
vardas931 pavarde931       7.11          6
vardas932 pavarde932       7.42          6
vardas933 pavarde933       7.28          6
vardas934 pavarde934       7.86          8
vardas935 pavarde935       6.77          4
vardas936 pavarde936       4.55          2
vardas937 pavarde937       6.91          7
vardas938 pavarde938       7.38          7
vardas939 pavarde939       7.48          7
vardas940 pavarde940        7.3          4
vardas941 pavarde941       6.86          6
vardas942 pavarde942       7.37          6
vardas943 pavarde943       7.67          8
vardas944 pavarde944       7.13          6
vardas945 pavarde945       8.63          9
vardas946 pavarde946       10.1          9
vardas947 pavarde947       7.83          5
vardas948 pavarde948       6.17          5
vardas949 pavarde949       5.23          4
vardas950 pavarde950       7.05          5
vardas951 pavarde951       8.81          7
vardas952 pavarde952       8.56          8
vardas953 pavarde953       6.31          5
vardas954 pavarde954       7.26          5
vardas955 pavarde955       5.65          5
vardas956 pavarde956       6.53          6
vardas957 pavarde957       5.71          4
vardas958 pavarde958       6.14          6
vardas959 pavarde959       5.43          2
vardas960 pavarde960       6.09          4
vardas961 pavarde961       7.02          5
vardas962 pavarde962        9.8          8
vardas963 pavarde963       7.76          7
vardas964 pavarde964       5.75          4
vardas965 pavarde965       5.15          4
vardas966 pavarde966       6.03          4
vardas967 pavarde967       4.81          3
vardas968 pavarde968       8.16          8
vardas969 pavarde969       6.83          6
vardas970 pavarde970       9.37          9
vardas971 pavarde971       6.47          4
vardas972 pavarde972       3.69          2
vardas973 pavarde973       5.54          5
vardas974 pavarde974       6.71          4
vardas975 pavarde975       8.34          7
vardas976 pavarde976       9.07          8
vardas977 pavarde977       6.81          5
vardas978 pavarde978       8.36          8
vardas979 pavarde979       7.47          7
vardas980 pavarde980       8.29          8
vardas981 pavarde981       5.26          3
vardas982 pavarde982       7.85          7
vardas983 pavarde983       6.17          5
vardas984 pavarde984       5.03          2
vardas985 pavarde985       4.81          2
vardas986 pavarde986       6.16          5
vardas987 pavarde987       6.03          4
vardas988 pavarde988       5.41          4
vardas989 pavarde989       4.28          2
vardas990 pavarde990       4.66          3
vardas991 pavarde991       7.33          6
vardas992 pavarde992       7.47          6
vardas993 pavarde993       7.29          5
vardas994 pavarde994       5.46          4
vardas995 pavarde995       6.89          6
vardas996 pavarde996       5.78          6
vardas997 pavarde997       6.56          5
vardas998 pavarde998       7.11          5
vardas999 pavarde999       8.02          6
vardas1000pavarde1000        6.8          4
vardas1001pavarde1001       6.16          4
vardas1002pavarde1002       10.2         10
vardas1003pavarde1003       7.25          5
vardas1004pavarde1004       7.25          6
vardas1005pavarde1005       5.85          4
vardas1006pavarde1006       7.17          6
vardas1007pavarde1007       6.83          5
vardas1008pavarde1008       7.57          7
vardas1009pavarde1009       9.71          8
vardas1010pavarde1010       6.74          4
vardas1011pavarde1011       8.95          8
vardas1012pavarde1012       6.59          5
vardas1013pavarde1013       5.72          3
vardas1014pavarde1014       8.34          9
vardas1015pavarde1015       9.27          7
vardas1016pavarde1016       7.25          6
vardas1017pavarde1017       5.65          4
vardas1018pavarde1018       7.73          6
vardas1019pavarde1019       6.95          5
vardas1020pavarde1020       8.19          7
vardas1021pavarde1021       7.24          6
vardas1022pavarde1022       7.65          6
vardas1023pavarde1023       5.53          5
vardas1024pavarde1024       7.31          7
vardas1025pavarde1025       7.86          6
vardas1026pavarde1026       6.57          3
vardas1027pavarde1027       5.91          7
vardas1028pavarde1028       8.38          7
vardas1029pavarde1029       10.1         10
vardas1030pavarde1030       7.82          6
vardas1031pavarde1031       6.36          5
vardas1032pavarde1032       7.27          6
vardas1033pavarde1033       7.45          5
vardas1034pavarde1034       5.09          2
vardas1035pavarde1035       7.62          7
vardas1036pavarde1036       5.92          4
vardas1037pavarde1037       7.38          6
vardas1038pavarde1038       7.28          7
vardas1039pavarde1039       8.26          6
vardas1040pavarde1040       8.85          8
vardas1041pavarde1041       7.57          7
vardas1042pavarde1042       6.11          4
vardas1043pavarde1043       6.02          3
vardas1044pavarde1044          6          4
vardas1045pavarde1045        7.6          8
vardas1046pavarde1046       9.92          8
vardas1047pavarde1047       7.78          7
